HH2406T,09,142,District - Bulandshahr ,Total,Total,"  4,468 ","  1,100 ",  306 ,  12 ,  3 ,"  2,854 ",  87 ,  -   ,  -   ,  27 ,  79 
HH2406T,09,142,District - Bulandshahr ,Total,Within the premises,"  3,310 ",  892 ,  170 ,  4 ,  2 ,"  2,164 ",  78 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,142,District - Bulandshahr ,Total,Near the premises,  776 ,  146 ,  87 ,  3 ,  1 ,  481 ,  6 ,  -   ,  -   ,  27 ,  25 
HH2406T,09,142,District - Bulandshahr ,Total,Away,  382 ,  62 ,  49 ,  5 ,  -   ,  209 ,  3 ,  -   ,  -   ,  -   ,  54 
HH2406T,09,142,District - Bulandshahr ,Rural,Total,"  2,517 ",  495 ,  169 ,  3 ,  3 ,"  1,784 ",  19 ,  -   ,  -   ,  2 ,  42 
HH2406T,09,142,District - Bulandshahr ,Rural,Within the premises,"  1,714 ",  369 ,  66 ,  1 ,  2 ,"  1,262 ",  14 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,142,District - Bulandshahr ,Rural,Near the premises,  565 ,  97 ,  68 ,  1 ,  1 ,  380 ,  4 ,  -   ,  -   ,  2 ,  12 
HH2406T,09,142,District - Bulandshahr ,Rural,Away,  238 ,  29 ,  35 ,  1 ,  -   ,  142 ,  1 ,  -   ,  -   ,  -   ,  30 
HH2406T,09,142,District - Bulandshahr ,Urban,Total,"  1,951 ",  605 ,  137 ,  9 ,  -   ,"  1,070 ",  68 ,  -   ,  -   ,  25 ,  37 
HH2406T,09,142,District - Bulandshahr ,Urban,Within the premises,"  1,596 ",  523 ,  104 ,  3 ,  -   ,  902 ,  64 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,142,District - Bulandshahr ,Urban,Near the premises,  211 ,  49 ,  19 ,  2 ,  -   ,  101 ,  2 ,  -   ,  -   ,  25 ,  13 
HH2406T,09,142,District - Bulandshahr ,Urban,Away,  144 ,  33 ,  14 ,  4 ,  -   ,  67 ,  2 ,  -   ,  -   ,  -   ,  24 
HH2406T,09,143,District - Aligarh,Total,Total,"  9,346 ","  3,487 ","  1,084 ",  67 ,  10 ,"  3,548 ",  947 ,  2 ,  2 ,  39 ,  160 
HH2406T,09,143,District - Aligarh,Total,Within the premises,"  5,694 ","  2,735 ",  395 ,  26 ,  3 ,"  1,667 ",  868 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,143,District - Aligarh,Total,Near the premises,"  2,723 ",  578 ,  568 ,  28 ,  7 ,"  1,402 ",  72 ,  2 ,  -   ,  16 ,  50 
HH2406T,09,143,District - Aligarh,Total,Away,  929 ,  174 ,  121 ,  13 ,  -   ,  479 ,  7 ,  -   ,  2 ,  23 ,  110 
HH2406T,09,143,District - Aligarh,Rural,Total,"  3,985 ","  1,318 ",  392 ,  39 ,  7 ,"  2,132 ",  40 ,  1 ,  1 ,  -   ,  55 
HH2406T,09,143,District - Aligarh,Rural,Within the premises,"  2,129 ",  944 ,  113 ,  6 ,  -   ,"  1,032 ",  34 ,  -   ,  -   ,  -   ,  -   
